identifier,creatureType,Time,CanReproduce,CanGrow,CanAttack,Energy,MaxEnergy,Size,Age,Activity,herbivores,carnivores,plants,herbivores_e,carnivores_e,plants_e
4,0,8,0,0,0,0.8660778,5,1,1.349007,2,5,2,20,5,2,107.8014
5,1,8,0,0,0,0.8660778,10,1,1.349007,1,5,2,20,5,2,107.8014
6,1,8,0,0,0,0.8660778,10,1,1.349007,1,5,2,20,5,2,107.8014
0,0,8,0,0,0,0.8659778,5,1,1.350007,2,5,2,20,5,2,108.0014
1,0,8,0,0,0,0.8659778,5,1,1.350007,2,5,2,20,5,2,108.0014
2,0,8,0,0,0,0.8659778,5,1,1.350007,2,5,2,20,5,2,108.0014
3,0,8,0,0,0,0.8659778,5,1,1.350007,2,5,2,20,5,2,108.0014
4,0,8,0,0,0,0.8659778,5,1,1.350007,2,5,2,20,5,2,108.0014
5,1,8,0,0,0,0.8659778,10,1,1.350007,1,5,2,20,5,2,108.0014
6,1,8,0,0,0,0.8659778,10,1,1.350007,1,5,2,20,5,2,108.0014
0,0,8,0,0,0,0.8658777,5,1,1.351007,2,5,2,20,5,2,108.2014
1,0,8,0,0,0,0.8658777,5,1,1.351007,2,5,2,20,5,2,108.2014
2,0,8,0,0,0,0.8658777,5,1,1.351007,2,5,2,20,5,2,108.2014
3,0,8,0,0,0,0.8658777,5,1,1.351007,2,5,2,20,5,2,108.2014
4,0,8,0,0,0,0.8658777,5,1,1.351007,2,5,2,20,5,2,108.2014
5,1,8,0,0,0,0.8658777,10,1,1.351007,1,5,2,20,5,2,108.2014
6,1,8,0,0,0,0.8658777,10,1,1.351007,1,5,2,20,5,2,108.2014
0,0,8,0,0,0,0.8657777,5,1,1.352007,2,5,2,20,5,2,108.4014
1,0,8,0,0,0,0.8657777,5,1,1.352007,2,5,2,20,5,2,108.4014
2,0,8,0,0,0,0.8657777,5,1,1.352007,2,5,2,20,5,2,108.4014
3,0,8,0,0,0,0.8657777,5,1,1.352007,2,5,2,20,5,2,108.4014
4,0,8,0,0,0,0.8657777,5,1,1.352007,2,5,2,20,5,2,108.4014
5,1,8,0,0,0,0.8657777,10,1,1.352007,1,5,2,20,5,2,108.4014
6,1,8,0,0,0,0.8657777,10,1,1.352007,1,5,2,20,5,2,108.4014
0,0,8,0,0,0,0.8656777,5,1,1.353007,2,5,2,20,5,2,108.6014
1,0,8,0,0,0,0.8656777,5,1,1.353007,2,5,2,20,5,2,108.6014
2,0,8,0,0,0,0.8656777,5,1,1.353007,2,5,2,20,5,2,108.6014
3,0,8,0,0,0,0.8656777,5,1,1.353007,2,5,2,20,5,2,108.6014
4,0,8,0,0,0,0.8656777,5,1,1.353007,2,5,2,20,5,2,108.6014
5,1,8,0,0,0,0.8656777,10,1,1.353007,1,5,2,20,5,2,108.6014
6,1,8,0,0,0,0.8656777,10,1,1.353007,1,5,2,20,5,2,108.6014
0,0,8,0,0,0,0.8655777,5,1,1.354007,2,5,2,20,5,2,108.8014
1,0,8,0,0,0,0.8655777,5,1,1.354007,2,5,2,20,5,2,108.8014
2,0,8,0,0,0,0.8655777,5,1,1.354007,2,5,2,20,5,2,108.8014
3,0,8,0,0,0,0.8655777,5,1,1.354007,2,5,2,20,5,2,108.8014
4,0,8,0,0,0,0.8655777,5,1,1.354007,2,5,2,20,5,2,108.8014
5,1,8,0,0,0,0.8655777,10,1,1.354007,1,5,2,20,5,2,108.8014
6,1,8,0,0,0,0.8655777,10,1,1.354007,1,5,2,20,5,2,108.8014
0,0,8,0,0,0,0.8654777,5,1,1.355007,2,5,2,20,5,2,109.0014
1,0,8,0,0,0,0.8654777,5,1,1.355007,2,5,2,20,5,2,109.0014
2,0,8,0,0,0,0.8654777,5,1,1.355007,2,5,2,20,5,2,109.0014
3,0,8,0,0,0,0.8654777,5,1,1.355007,2,5,2,20,5,2,109.0014
4,0,8,0,0,0,0.8654777,5,1,1.355007,2,5,2,20,5,2,109.0014
5,1,8,0,0,0,0.8654777,10,1,1.355007,1,5,2,20,5,2,109.0014
6,1,8,0,0,0,0.8654777,10,1,1.355007,1,5,2,20,5,2,109.0014
0,0,8,0,0,0,0.8653777,5,1,1.356007,2,5,2,20,5,2,109.2014
1,0,8,0,0,0,0.8653777,5,1,1.356007,2,5,2,20,5,2,109.2014
2,0,8,0,0,0,0.8653777,5,1,1.356007,2,5,2,20,5,2,109.2014
3,0,8,0,0,0,0.8653777,5,1,1.356007,2,5,2,20,5,2,109.2014
4,0,8,0,0,0,0.8653777,5,1,1.356007,2,5,2,20,5,2,109.2014
5,1,8,0,0,0,0.8653777,10,1,1.356007,1,5,2,20,5,2,109.2014
6,1,8,0,0,0,0.8653777,10,1,1.356007,1,5,2,20,5,2,109.2014
0,0,8,0,0,0,0.8652776,5,1,1.357007,2,5,2,20,5,2,109.4014
1,0,8,0,0,0,0.8652776,5,1,1.357007,2,5,2,20,5,2,109.4014
2,0,8,0,0,0,0.8652776,5,1,1.357007,2,5,2,20,5,2,109.4014
3,0,8,0,0,0,0.8652776,5,1,1.357007,2,5,2,20,5,2,109.4014
4,0,8,0,0,0,0.8652776,5,1,1.357007,2,5,2,20,5,2,109.4014
5,1,8,0,0,0,0.8652776,10,1,1.357007,1,5,2,20,5,2,109.4014
6,1,8,0,0,0,0.8652776,10,1,1.357007,1,5,2,20,5,2,109.4014
0,0,8,0,0,0,0.8651776,5,1,1.358007,2,5,2,20,5,2,109.6014
1,0,8,0,0,0,0.8651776,5,1,1.358007,2,5,2,20,5,2,109.6014
2,0,8,0,0,0,0.8651776,5,1,1.358007,2,5,2,20,5,2,109.6014
3,0,8,0,0,0,0.8651776,5,1,1.358007,2,5,2,20,5,2,109.6014
4,0,8,0,0,0,0.8651776,5,1,1.358007,2,5,2,20,5,2,109.6014
5,1,8,0,0,0,0.8651776,10,1,1.358007,1,5,2,20,5,2,109.6014
6,1,8,0,0,0,0.8651776,10,1,1.358007,1,5,2,20,5,2,109.6014
0,0,8,0,0,0,0.8650776,5,1,1.359007,2,5,2,20,5,2,109.8015
1,0,8,0,0,0,0.8650776,5,1,1.359007,2,5,2,20,5,2,109.8015
2,0,8,0,0,0,0.8650776,5,1,1.359007,2,5,2,20,5,2,109.8015
3,0,8,0,0,0,0.8650776,5,1,1.359007,2,5,2,20,5,2,109.8015
4,0,8,0,0,0,0.8650776,5,1,1.359007,2,5,2,20,5,2,109.8015
5,1,8,0,0,0,0.8650776,10,1,1.359007,1,5,2,20,5,2,109.8015
6,1,8,0,0,0,0.8650776,10,1,1.359007,1,5,2,20,5,2,109.8015
0,0,8,0,0,0,0.8649776,5,1,1.360008,2,5,2,20,5,2,110.0015
1,0,8,0,0,0,0.8649776,5,1,1.360008,2,5,2,20,5,2,110.0015
2,0,8,0,0,0,0.8649776,5,1,1.360008,2,5,2,20,5,2,110.0015
3,0,8,0,0,0,0.8649776,5,1,1.360008,2,5,2,20,5,2,110.0015
4,0,8,0,0,0,0.8649776,5,1,1.360008,2,5,2,20,5,2,110.0015
5,1,8,0,0,0,0.8649776,10,1,1.360008,1,5,2,20,5,2,110.0015
6,1,8,0,0,0,0.8649776,10,1,1.360008,1,5,2,20,5,2,110.0015
0,0,8,0,0,0,0.8648776,5,1,1.361008,2,5,2,20,5,2,110.2014
1,0,8,0,0,0,0.8648776,5,1,1.361008,2,5,2,20,5,2,110.2014
2,0,8,0,0,0,0.8648776,5,1,1.361008,2,5,2,20,5,2,110.2014
3,0,8,0,0,0,0.8648776,5,1,1.361008,2,5,2,20,5,2,110.2014
4,0,8,0,0,0,0.8648776,5,1,1.361008,2,5,2,20,5,2,110.2014
5,1,8,0,0,0,0.8648776,10,1,1.361008,1,5,2,20,5,2,110.2014
6,1,8,0,0,0,0.8648776,10,1,1.361008,1,5,2,20,5,2,110.2014
0,0,8,0,0,0,0.8647776,5,1,1.362008,2,5,2,20,5,2,110.4015
1,0,8,0,0,0,0.8647776,5,1,1.362008,2,5,2,20,5,2,110.4015
2,0,8,0,0,0,0.8647776,5,1,1.362008,2,5,2,20,5,2,110.4015
3,0,8,0,0,0,0.8647776,5,1,1.362008,2,5,2,20,5,2,110.4015
4,0,8,0,0,0,0.8647776,5,1,1.362008,2,5,2,20,5,2,110.4015
5,1,8,0,0,0,0.8647776,10,1,1.362008,1,5,2,20,5,2,110.4015
6,1,8,0,0,0,0.8647776,10,1,1.362008,1,5,2,20,5,2,110.4015
0,0,8,0,0,0,0.8646775,5,1,1.363008,2,5,2,20,5,2,110.6015
1,0,8,0,0,0,0.8646775,5,1,1.363008,2,5,2,20,5,2,110.6015
2,0,8,0,0,0,0.8646775,5,1,1.363008,2,5,2,20,5,2,110.6015
3,0,8,0,0,0,0.8646775,5,1,1.363008,2,5,2,20,5,2,110.6015
4,0,8,0,0,0,0.8646775,5,1,1.363008,2,5,2,20,5,2,110.6015
5,1,8,0,0,0,0.8646775,10,1,1.363008,1,5,2,20,5,2,110.6015
6,1,8,0,0,0,0.8646775,10,1,1.363008,1,5,2,20,5,2,110.6015
0,0,8,0,0,0,0.8645775,5,1,1.364008,2,5,2,20,5,2,110.8014
1,0,8,0,0,0,0.8645775,5,1,1.364008,2,5,2,20,5,2,110.8014
2,0,8,0,0,0,0.8645775,5,1,1.364008,2,5,2,20,5,2,110.8014
3,0,8,0,0,0,0.8645775,5,1,1.364008,2,5,2,20,5,2,110.8014
4,0,8,0,0,0,0.8645775,5,1,1.364008,2,5,2,20,5,2,110.8014
5,1,8,0,0,0,0.8645775,10,1,1.364008,1,5,2,20,5,2,110.8014
6,1,8,0,0,0,0.8645775,10,1,1.364008,1,5,2,20,5,2,110.8014
0,0,8,0,0,0,0.8644775,5,1,1.365008,2,5,2,20,5,2,111.0014
1,0,8,0,0,0,0.8644775,5,1,1.365008,2,5,2,20,5,2,111.0014
2,0,8,0,0,0,0.8644775,5,1,1.365008,2,5,2,20,5,2,111.0014
3,0,8,0,0,0,0.8644775,5,1,1.365008,2,5,2,20,5,2,111.0014
4,0,8,0,0,0,0.8644775,5,1,1.365008,2,5,2,20,5,2,111.0014
5,1,8,0,0,0,0.8644775,10,1,1.365008,1,5,2,20,5,2,111.0014
6,1,8,0,0,0,0.8644775,10,1,1.365008,1,5,2,20,5,2,111.0014
0,0,8,0,0,0,0.8643775,5,1,1.366008,2,5,2,20,5,2,111.2015
1,0,8,0,0,0,0.8643775,5,1,1.366008,2,5,2,20,5,2,111.2015
2,0,8,0,0,0,0.8643775,5,1,1.366008,2,5,2,20,5,2,111.2015
3,0,8,0,0,0,0.8643775,5,1,1.366008,2,5,2,20,5,2,111.2015
4,0,8,0,0,0,0.8643775,5,1,1.366008,2,5,2,20,5,2,111.2015
5,1,8,0,0,0,0.8643775,10,1,1.366008,1,5,2,20,5,2,111.2015
6,1,8,0,0,0,0.8643775,10,1,1.366008,1,5,2,20,5,2,111.2015
0,0,8,0,0,0,0.8642775,5,1,1.367008,2,5,2,20,5,2,111.4015
1,0,8,0,0,0,0.8642775,5,1,1.367008,2,5,2,20,5,2,111.4015
2,0,8,0,0,0,0.8642775,5,1,1.367008,2,5,2,20,5,2,111.4015
3,0,8,0,0,0,0.8642775,5,1,1.367008,2,5,2,20,5,2,111.4015
4,0,8,0,0,0,0.8642775,5,1,1.367008,2,5,2,20,5,2,111.4015
5,1,8,0,0,0,0.8642775,10,1,1.367008,1,5,2,20,5,2,111.4015
6,1,8,0,0,0,0.8642775,10,1,1.367008,1,5,2,20,5,2,111.4015
0,0,8,0,0,0,0.8641775,5,1,1.368008,2,5,2,20,5,2,111.6015
1,0,8,0,0,0,0.8641775,5,1,1.368008,2,5,2,20,5,2,111.6015
2,0,8,0,0,0,0.8641775,5,1,1.368008,2,5,2,20,5,2,111.6015
3,0,8,0,0,0,0.8641775,5,1,1.368008,2,5,2,20,5,2,111.6015
4,0,8,0,0,0,0.8641775,5,1,1.368008,2,5,2,20,5,2,111.6015
5,1,8,0,0,0,0.8641775,10,1,1.368008,1,5,2,20,5,2,111.6015
6,1,8,0,0,0,0.8641775,10,1,1.368008,1,5,2,20,5,2,111.6015
0,0,8,0,0,0,0.8640774,5,1,1.369008,2,5,2,20,5,2,111.8015
1,0,8,0,0,0,0.8640774,5,1,1.369008,2,5,2,20,5,2,111.8015
2,0,8,0,0,0,0.8640774,5,1,1.369008,2,5,2,20,5,2,111.8015
3,0,8,0,0,0,0.8640774,5,1,1.369008,2,5,2,20,5,2,111.8015
4,0,8,0,0,0,0.8640774,5,1,1.369008,2,5,2,20,5,2,111.8015
5,1,8,0,0,0,0.8640774,10,1,1.369008,1,5,2,20,5,2,111.8015
6,1,8,0,0,0,0.8640774,10,1,1.369008,1,5,2,20,5,2,111.8015
0,0,8,0,0,0,0.8639774,5,1,1.370008,2,5,2,20,5,2,112.0015
1,0,8,0,0,0,0.8639774,5,1,1.370008,2,5,2,20,5,2,112.0015
2,0,8,0,0,0,0.8639774,5,1,1.370008,2,5,2,20,5,2,112.0015
3,0,8,0,0,0,0.8639774,5,1,1.370008,2,5,2,20,5,2,112.0015
4,0,8,0,0,0,0.8639774,5,1,1.370008,2,5,2,20,5,2,112.0015
5,1,8,0,0,0,0.8639774,10,1,1.370008,1,5,2,20,5,2,112.0015
6,1,8,0,0,0,0.8639774,10,1,1.370008,1,5,2,20,5,2,112.0015
0,0,8,0,0,0,0.8638774,5,1,1.371008,2,5,2,20,5,2,112.2015
1,0,8,0,0,0,0.8638774,5,1,1.371008,2,5,2,20,5,2,112.2015
2,0,8,0,0,0,0.8638774,5,1,1.371008,2,5,2,20,5,2,112.2015
3,0,8,0,0,0,0.8638774,5,1,1.371008,2,5,2,20,5,2,112.2015
4,0,8,0,0,0,0.8638774,5,1,1.371008,2,5,2,20,5,2,112.2015
5,1,8,0,0,0,0.8638774,10,1,1.371008,1,5,2,20,5,2,112.2015
6,1,8,0,0,0,0.8638774,10,1,1.371008,1,5,2,20,5,2,112.2015
0,0,8,0,0,0,0.8637774,5,1,1.372008,2,5,2,20,5,2,112.4015
1,0,8,0,0,0,0.8637774,5,1,1.372008,2,5,2,20,5,2,112.4015
2,0,8,0,0,0,0.8637774,5,1,1.372008,2,5,2,20,5,2,112.4015
3,0,8,0,0,0,0.8637774,5,1,1.372008,2,5,2,20,5,2,112.4015
4,0,8,0,0,0,0.8637774,5,1,1.372008,2,5,2,20,5,2,112.4015
5,1,8,0,0,0,0.8637774,10,1,1.372008,1,5,2,20,5,2,112.4015
6,1,8,0,0,0,0.8637774,10,1,1.372008,1,5,2,20,5,2,112.4015
0,0,8,0,0,0,0.8636774,5,1,1.373008,2,5,2,20,5,2,112.6015
1,0,8,0,0,0,0.8636774,5,1,1.373008,2,5,2,20,5,2,112.6015
2,0,8,0,0,0,0.8636774,5,1,1.373008,2,5,2,20,5,2,112.6015
3,0,8,0,0,0,0.8636774,5,1,1.373008,2,5,2,20,5,2,112.6015
4,0,8,0,0,0,0.8636774,5,1,1.373008,2,5,2,20,5,2,112.6015
5,1,8,0,0,0,0.8636774,10,1,1.373008,1,5,2,20,5,2,112.6015
6,1,8,0,0,0,0.8636774,10,1,1.373008,1,5,2,20,5,2,112.6015
0,0,8,0,0,0,0.8635774,5,1,1.374008,2,5,2,20,5,2,112.8015
1,0,8,0,0,0,0.8635774,5,1,1.374008,2,5,2,20,5,2,112.8015
2,0,8,0,0,0,0.8635774,5,1,1.374008,2,5,2,20,5,2,112.8015
3,0,8,0,0,0,0.8635774,5,1,1.374008,2,5,2,20,5,2,112.8015
4,0,8,0,0,0,0.8635774,5,1,1.374008,2,5,2,20,5,2,112.8015
5,1,8,0,0,0,0.8635774,10,1,1.374008,1,5,2,20,5,2,112.8015
6,1,8,0,0,0,0.8635774,10,1,1.374008,1,5,2,20,5,2,112.8015
0,0,8,0,0,0,0.8634773,5,1,1.375008,2,5,2,20,5,2,113.0015
1,0,8,0,0,0,0.8634773,5,1,1.375008,2,5,2,20,5,2,113.0015
2,0,8,0,0,0,0.8634773,5,1,1.375008,2,5,2,20,5,2,113.0015
3,0,8,0,0,0,0.8634773,5,1,1.375008,2,5,2,20,5,2,113.0015
4,0,8,0,0,0,0.8634773,5,1,1.375008,2,5,2,20,5,2,113.0015
5,1,8,0,0,0,0.8634773,10,1,1.375008,1,5,2,20,5,2,113.0015
6,1,8,0,0,0,0.8634773,10,1,1.375008,1,5,2,20,5,2,113.0015
0,0,8,0,0,0,0.8633773,5,1,1.376008,2,5,2,20,5,2,113.2016
1,0,8,0,0,0,0.8633773,5,1,1.376008,2,5,2,20,5,2,113.2016
2,0,8,0,0,0,0.8633773,5,1,1.376008,2,5,2,20,5,2,113.2016
3,0,8,0,0,0,0.8633773,5,1,1.376008,2,5,2,20,5,2,113.2016
4,0,8,0,0,0,0.8633773,5,1,1.376008,2,5,2,20,5,2,113.2016
5,1,8,0,0,0,0.8633773,10,1,1.376008,1,5,2,20,5,2,113.2016
6,1,8,0,0,0,0.8633773,10,1,1.376008,1,5,2,20,5,2,113.2016
0,0,8,0,0,0,0.8632773,5,1,1.377008,2,5,2,20,5,2,113.4015
1,0,8,0,0,0,0.8632773,5,1,1.377008,2,5,2,20,5,2,113.4015
2,0,8,0,0,0,0.8632773,5,1,1.377008,2,5,2,20,5,2,113.4015
3,0,8,0,0,0,0.8632773,5,1,1.377008,2,5,2,20,5,2,113.4015
4,0,8,0,0,0,0.8632773,5,1,1.377008,2,5,2,20,5,2,113.4015
5,1,8,0,0,0,0.8632773,10,1,1.377008,1,5,2,20,5,2,113.4015
6,1,8,0,0,0,0.8632773,10,1,1.377008,1,5,2,20,5,2,113.4015
0,0,8,0,0,0,0.8631773,5,1,1.378008,2,5,2,20,5,2,113.6015
1,0,8,0,0,0,0.8631773,5,1,1.378008,2,5,2,20,5,2,113.6015
2,0,8,0,0,0,0.8631773,5,1,1.378008,2,5,2,20,5,2,113.6015
3,0,8,0,0,0,0.8631773,5,1,1.378008,2,5,2,20,5,2,113.6015
4,0,8,0,0,0,0.8631773,5,1,1.378008,2,5,2,20,5,2,113.6015
5,1,8,0,0,0,0.8631773,10,1,1.378008,1,5,2,20,5,2,113.6015
6,1,8,0,0,0,0.8631773,10,1,1.378008,1,5,2,20,5,2,113.6015
0,0,8,0,0,0,0.8630773,5,1,1.379008,2,5,2,20,5,2,113.8016
1,0,8,0,0,0,0.8630773,5,1,1.379008,2,5,2,20,5,2,113.8016
2,0,8,0,0,0,0.8630773,5,1,1.379008,2,5,2,20,5,2,113.8016
3,0,8,0,0,0,0.8630773,5,1,1.379008,2,5,2,20,5,2,113.8016
4,0,8,0,0,0,0.8630773,5,1,1.379008,2,5,2,20,5,2,113.8016
5,1,8,0,0,0,0.8630773,10,1,1.379008,1,5,2,20,5,2,113.8016
6,1,8,0,0,0,0.8630773,10,1,1.379008,1,5,2,20,5,2,113.8016
0,0,8,0,0,0,0.8629773,5,1,1.380008,2,5,2,20,5,2,114.0015
1,0,8,0,0,0,0.8629773,5,1,1.380008,2,5,2,20,5,2,114.0015
2,0,8,0,0,0,0.8629773,5,1,1.380008,2,5,2,20,5,2,114.0015
3,0,8,0,0,0,0.8629773,5,1,1.380008,2,5,2,20,5,2,114.0015
4,0,8,0,0,0,0.8629773,5,1,1.380008,2,5,2,20,5,2,114.0015
5,1,8,0,0,0,0.8629773,10,1,1.380008,1,5,2,20,5,2,114.0015
6,1,8,0,0,0,0.8629773,10,1,1.380008,1,5,2,20,5,2,114.0015
0,0,8,0,0,0,0.8628772,5,1,1.381009,2,5,2,20,5,2,114.2015
1,0,8,0,0,0,0.8628772,5,1,1.381009,2,5,2,20,5,2,114.2015
2,0,8,0,0,0,0.8628772,5,1,1.381009,2,5,2,20,5,2,114.2015
3,0,8,0,0,0,0.8628772,5,1,1.381009,2,5,2,20,5,2,114.2015
4,0,8,0,0,0,0.8628772,5,1,1.381009,2,5,2,20,5,2,114.2015
5,1,8,0,0,0,0.8628772,10,1,1.381009,1,5,2,20,5,2,114.2015
6,1,8,0,0,0,0.8628772,10,1,1.381009,1,5,2,20,5,2,114.2015
0,0,8,0,0,0,0.8627772,5,1,1.382009,2,5,2,20,5,2,114.4016
1,0,8,0,0,0,0.8627772,5,1,1.382009,2,5,2,20,5,2,114.4016
2,0,8,0,0,0,0.8627772,5,1,1.382009,2,5,2,20,5,2,114.4016
3,0,8,0,0,0,0.8627772,5,1,1.382009,2,5,2,20,5,2,114.4016
4,0,8,0,0,0,0.8627772,5,1,1.382009,2,5,2,20,5,2,114.4016
5,1,8,0,0,0,0.8627772,10,1,1.382009,1,5,2,20,5,2,114.4016
6,1,8,0,0,0,0.8627772,10,1,1.382009,1,5,2,20,5,2,114.4016
0,0,8,0,0,0,0.8626772,5,1,1.383009,2,5,2,20,5,2,114.6016
1,0,8,0,0,0,0.8626772,5,1,1.383009,2,5,2,20,5,2,114.6016
2,0,8,0,0,0,0.8626772,5,1,1.383009,2,5,2,20,5,2,114.6016
3,0,8,0,0,0,0.8626772,5,1,1.383009,2,5,2,20,5,2,114.6016
4,0,8,0,0,0,0.8626772,5,1,1.383009,2,5,2,20,5,2,114.6016
5,1,8,0,0,0,0.8626772,10,1,1.383009,1,5,2,20,5,2,114.6016
6,1,8,0,0,0,0.8626772,10,1,1.383009,1,5,2,20,5,2,114.6016
0,0,8,0,0,0,0.8625772,5,1,1.384009,2,5,2,20,5,2,114.8016
1,0,8,0,0,0,0.8625772,5,1,1.384009,2,5,2,20,5,2,114.8016
2,0,8,0,0,0,0.8625772,5,1,1.384009,2,5,2,20,5,2,114.8016
3,0,8,0,0,0,0.8625772,5,1,1.384009,2,5,2,20,5,2,114.8016
4,0,8,0,0,0,0.8625772,5,1,1.384009,2,5,2,20,5,2,114.8016
5,1,8,0,0,0,0.8625772,10,1,1.384009,1,5,2,20,5,2,114.8016
6,1,8,0,0,0,0.8625772,10,1,1.384009,1,5,2,20,5,2,114.8016
0,0,8,0,0,0,0.8624772,5,1,1.385009,2,5,2,20,5,2,115.0015
1,0,8,0,0,0,0.8624772,5,1,1.385009,2,5,2,20,5,2,115.0015
2,0,8,0,0,0,0.8624772,5,1,1.385009,2,5,2,20,5,2,115.0015
3,0,8,0,0,0,0.8624772,5,1,1.385009,2,5,2,20,5,2,115.0015
4,0,8,0,0,0,0.8624772,5,1,1.385009,2,5,2,20,5,2,115.0015
5,1,8,0,0,0,0.8624772,10,1,1.385009,1,5,2,20,5,2,115.0015
6,1,8,0,0,0,0.8624772,10,1,1.385009,1,5,2,20,5,2,115.0015
0,0,8,0,0,0,0.8623772,5,1,1.386009,2,5,2,20,5,2,115.2016
1,0,8,0,0,0,0.8623772,5,1,1.386009,2,5,2,20,5,2,115.2016
2,0,8,0,0,0,0.8623772,5,1,1.386009,2,5,2,20,5,2,115.2016
3,0,8,0,0,0,0.8623772,5,1,1.386009,2,5,2,20,5,2,115.2016
4,0,8,0,0,0,0.8623772,5,1,1.386009,2,5,2,20,5,2,115.2016
5,1,8,0,0,0,0.8623772,10,1,1.386009,1,5,2,20,5,2,115.2016
6,1,8,0,0,0,0.8623772,10,1,1.386009,1,5,2,20,5,2,115.2016
0,0,8,0,0,0,0.8622772,5,1,1.387009,2,5,2,20,5,2,115.4016
1,0,8,0,0,0,0.8622772,5,1,1.387009,2,5,2,20,5,2,115.4016
2,0,8,0,0,0,0.8622772,5,1,1.387009,2,5,2,20,5,2,115.4016
3,0,8,0,0,0,0.8622772,5,1,1.387009,2,5,2,20,5,2,115.4016
4,0,8,0,0,0,0.8622772,5,1,1.387009,2,5,2,20,5,2,115.4016
5,1,8,0,0,0,0.8622772,10,1,1.387009,1,5,2,20,5,2,115.4016
6,1,8,0,0,0,0.8622772,10,1,1.387009,1,5,2,20,5,2,115.4016
0,0,8,0,0,0,0.8621771,5,1,1.388009,2,5,2,20,5,2,115.6015
1,0,8,0,0,0,0.8621771,5,1,1.388009,2,5,2,20,5,2,115.6015
2,0,8,0,0,0,0.8621771,5,1,1.388009,2,5,2,20,5,2,115.6015
3,0,8,0,0,0,0.8621771,5,1,1.388009,2,5,2,20,5,2,115.6015
4,0,8,0,0,0,0.8621771,5,1,1.388009,2,5,2,20,5,2,115.6015
5,1,8,0,0,0,0.8621771,10,1,1.388009,1,5,2,20,5,2,115.6015
6,1,8,0,0,0,0.8621771,10,1,1.388009,1,5,2,20,5,2,115.6015
0,0,8,0,0,0,0.8620771,5,1,1.389009,2,5,2,20,5,2,115.8016
1,0,8,0,0,0,0.8620771,5,1,1.389009,2,5,2,20,5,2,115.8016
2,0,8,0,0,0,0.8620771,5,1,1.389009,2,5,2,20,5,2,115.8016
3,0,8,0,0,0,0.8620771,5,1,1.389009,2,5,2,20,5,2,115.8016
4,0,8,0,0,0,0.8620771,5,1,1.389009,2,5,2,20,5,2,115.8016
5,1,8,0,0,0,0.8620771,10,1,1.389009,1,5,2,20,5,2,115.8016
6,1,8,0,0,0,0.8620771,10,1,1.389009,1,5,2,20,5,2,115.8016
0,0,9,0,0,0,0.8619771,5,1,1.390009,2,5,2,20,5,2,116.0016
1,0,9,0,0,0,0.8619771,5,1,1.390009,2,5,2,20,5,2,116.0016
2,0,9,0,0,0,0.8619771,5,1,1.390009,2,5,2,20,5,2,116.0016
3,0,9,0,0,0,0.8619771,5,1,1.390009,2,5,2,20,5,2,116.0016
4,0,9,0,0,0,0.8619771,5,1,1.390009,2,5,2,20,5,2,116.0016
5,1,9,0,0,0,0.8619771,10,1,1.390009,1,5,2,20,5,2,116.0016
6,1,9,0,0,0,0.8619771,10,1,1.390009,1,5,2,20,5,2,116.0016
0,0,9,0,0,0,0.8618771,5,1,1.391009,2,5,2,20,5,2,116.2016
1,0,9,0,0,0,0.8618771,5,1,1.391009,2,5,2,20,5,2,116.2016
2,0,9,0,0,0,0.8618771,5,1,1.391009,2,5,2,20,5,2,116.2016
3,0,9,0,0,0,0.8618771,5,1,1.391009,2,5,2,20,5,2,116.2016
4,0,9,0,0,0,0.8618771,5,1,1.391009,2,5,2,20,5,2,116.2016
5,1,9,0,0,0,0.8618771,10,1,1.391009,1,5,2,20,5,2,116.2016
6,1,9,0,0,0,0.8618771,10,1,1.391009,1,5,2,20,5,2,116.2016
0,0,9,0,0,0,0.8617771,5,1,1.392009,2,5,2,20,5,2,116.4016
1,0,9,0,0,0,0.8617771,5,1,1.392009,2,5,2,20,5,2,116.4016
2,0,9,0,0,0,0.8617771,5,1,1.392009,2,5,2,20,5,2,116.4016
3,0,9,0,0,0,0.8617771,5,1,1.392009,2,5,2,20,5,2,116.4016
4,0,9,0,0,0,0.8617771,5,1,1.392009,2,5,2,20,5,2,116.4016
5,1,9,0,0,0,0.8617771,10,1,1.392009,1,5,2,20,5,2,116.4016
6,1,9,0,0,0,0.8617771,10,1,1.392009,1,5,2,20,5,2,116.4016
0,0,9,0,0,0,0.8616771,5,1,1.393009,2,5,2,20,5,2,116.6016
1,0,9,0,0,0,0.8616771,5,1,1.393009,2,5,2,20,5,2,116.6016
2,0,9,0,0,0,0.8616771,5,1,1.393009,2,5,2,20,5,2,116.6016
3,0,9,0,0,0,0.8616771,5,1,1.393009,2,5,2,20,5,2,116.6016
4,0,9,0,0,0,0.8616771,5,1,1.393009,2,5,2,20,5,2,116.6016
5,1,9,0,0,0,0.8616771,10,1,1.393009,1,5,2,20,5,2,116.6016
6,1,9,0,0,0,0.8616771,10,1,1.393009,1,5,2,20,5,2,116.6016
0,0,9,0,0,0,0.861577,5,1,1.394009,2,5,2,20,5,2,116.8016
1,0,9,0,0,0,0.861577,5,1,1.394009,2,5,2,20,5,2,116.8016
2,0,9,0,0,0,0.861577,5,1,1.394009,2,5,2,20,5,2,116.8016
3,0,9,0,0,0,0.861577,5,1,1.394009,2,5,2,20,5,2,116.8016
4,0,9,0,0,0,0.861577,5,1,1.394009,2,5,2,20,5,2,116.8016
